doc_id,doc_name,arm_number,position,description,head,title-fill,authors-fill,study_type-fill,arm_efficacy_metric-fill,arm_efficacy_results-fill,arm_description-1-fill,arm_dosage-1-fill,arm_description-2-fill,arm_dosage-2-fill,arm_description-3-fill,arm_dosage-3-fill,arm_description-4-fill,arm_dosage-4-fill,arm_description-5-fill,arm_dosage-5-fill,arm_description-6-fill,arm_description-6,arm_dosage-6-fill,uuid,choice,title-tag,title,authors-tag,authors,study_type-tag,study_type,arm_efficacy_metric-tag,arm_efficacy_metric,arm_efficacy_results-tag,arm_efficacy_results,arm_description-1-tag,arm_description-1,arm_dosage-1-tag,arm_dosage-1,arm_description-2-tag,arm_description-2,arm_dosage-2-tag,arm_dosage-2,arm_description-3-tag,arm_description-3,arm_dosage-3-tag,arm_dosage-3,arm_description-4-tag,arm_description-4,arm_dosage-4-tag,arm_dosage-4,arm_description-5-tag,arm_description-5,arm_dosage-5-tag,arm_dosage-5,arm_description-6-tag,arm_dosage-6-tag,arm_dosage-6,submit
a7378d96-a2d1-4762-abb7-7ffcc795d33c,Alumkal-2020-Transcriptional profiling identif,1,Document Description,"Los Angeles , CA 90095 Ann Arbor , MI 48109 . Los Angeles , CA 90095 . s Department of Microbiology , Immunology , and Molecular Genetics at the David Geffen School of Medicine , University of California ,",DOCUMENT DESCRIPTION,,,,,,,,,,,,,,,,,"["""",""""]",,1e64410e-8b65-4fbb-8b70-7ff76317109e,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
a7378d96-a2d1-4762-abb7-7ffcc795d33c,Alumkal-2020-Transcriptional profiling identif,1,Document Description,"Los Angeles , CA 90095 Ann Arbor , MI 48109 . Los Angeles , CA 90095 . s Department of Microbiology , Immunology , and Molecular Genetics at the David Geffen School of Medicine , University of California , Los Angeles , CA 90095 Ann Arbor , MI 48109 . Los Angeles , CA 90095 . Los Angeles , CA 90095 Ann Arbor , MI 48109 . Los Angeles , CA 90095 . Weill - Cornell Medical College Weill - Cornell Medical College Weill - Cornell Medical College and R.P. , Indiana University Simon Comprehensive Cancer Center . and R.P. , Indiana University Simon Comprehensive Cancer Center . and R.P. , Indiana University Simon Comprehensive Cancer Center . Division of Hematology and Oncology , Department of Internal Medicine , Rogel Cancer Center , University of Michigan , Division of Hematology and Oncology , Department of Internal Medicine , Rogel Cancer Center , University of Michigan , Division of Hematology and Oncology , Department of Internal Medicine , Rogel Cancer Center , University of Michigan , Division of Hematology and Oncology , Department of Internal Medicine , University of California , Los Angeles Jonsson Comprehensive Cancer Center , Division of Hematology and Oncology , Department of Internal Medicine , University of California , Los Angeles Jonsson Comprehensive Cancer Center , Division of Hematology and Oncology , Department of Internal Medicine , University of California , Los Angeles Jonsson Comprehensive Cancer Center , receptor activity - low , stemness program associated with enzalutamide resistance 10.1073 / pnas.1922207117/-/DCSupplemental.www.pnas.org / cgi / doi/10.1073 / pnas.1922207117",DOCUMENT DESCRIPTION,,,,,,,,,,,,,,,,,"["""",""""]",,a36df06c-28b5-4fd7-b411-b4967267de84,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
a7378d96-a2d1-4762-abb7-7ffcc795d33c,Alumkal-2020-Transcriptional profiling identif,1,Paragraph 1,"enzalutamide | resistance | androgen receptor | stemness W e now know that persistent intratumoral androgens that activate the androgen receptor ( AR ) are commonly found in castration - resistant prostate cancer ( CRPC ) tumors despite androgen deprivation therapy ( ADT ) . The main sites of androgen production in men with CRPC include the adrenal glands and tumor cells themselves . Because of this knowledge , new and more potent inhibitors of androgen activation of the AR have been developed in recent years ( 1)(2)(3)(4 ) . Importantly , treatment with the androgen synthesis inhibitor abiraterone acetate or the AR antagonist enzalutamide improves progression - free survival ( PFS ) and overall survival ( OS ) in patients with metastatic CRPC ( 5)(6)(7)(8 ) . Furthermore , enzalutamide , apalutamide , and the newer AR antagonist darolutamide all improve metastasis - free survival in men with nonmetastatic CRPC ( 9)(10)(11 ) .",,,,,,,,,,,,,,,,,,"["""",""""]",,34f8fe35-ca66-4cf0-be60-48e9a39ac7a9,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
a7378d96-a2d1-4762-abb7-7ffcc795d33c,Alumkal-2020-Transcriptional profiling identif,1,Paragraph 2,"Enzalutamide is commonly used in the first - line treatment of men with CRPC . While the majority of patients with metastatic CRPC benefit from enzalutamide treatment , nearly one - quarter to one - half do not ( 5,6 ) . A few studies to date have prospectively examined samples from men with enzalutamide - naïve CRPC to identify determinants of response or resistance . However , these studies have largely been restricted to mutational profiling , were small in size , or focused on acquired - rather than de novoresistance ( 12)(13)(14 ) . Thus , predictors and determinants of de novo enzalutamide resistance in CRPC remain largely unknown .",,,,,,,,,,,,,,,,,,"["""",""""]",,caa8825f-fbb5-4742-b26f-a4b778375997,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
a7378d96-a2d1-4762-abb7-7ffcc795d33c,Alumkal-2020-Transcriptional profiling identif,1,Paragraph 3,"We hypothesized that a more detailed characterization of the genomic landscape of baseline CRPC samples in patients beginning enzalutamide treatment would clarify determinants of de novo resistance . To test this hypothesis , we initiated a multiinstitutional , prospective enzalutamide clinical trial in men with metastatic CRPC who had a metastatic lesion amenable to a pretreatment biopsy . In this report , we describe baseline genomic and transcriptional features that differed between those patients whose tumors either responded or failed to respond to enzalutamide treatment .",,,,"36,39,40,42",,,"39,40,83,85",,,,,,,,,,,"["""",""""]",,27cd3ebe-527d-4009-8db9-86bee896a28c,study_type,,,,,"36,37,40,42",multiinstitutional clinical trial,,,,,"39,40,83,84",enzalutamide enzalutamide,,,,,,,,,,,,,,,,,,,,,,Validate annotation
a7378d96-a2d1-4762-abb7-7ffcc795d33c,Alumkal-2020-Transcriptional profiling identif,1,Paragraph 4,"Cancer Receiving Enzalutamide Therapy enrolled 36 patients with metastatic CRPC who had not previously received enzalutamide . Patients with prior use of docetaxel or abiraterone were ineligible for this study . Study enrollment , follow - up , and analyses are depicted in SI Appendix , Fig . S1 . The demographic characteristics for all 36 patients enrolled on the study are shown in SI Appendix , Table S1 . Thirty - four patients were evaluable for the primary end point of ≥50 % PSA decline at 12 wk , and their demographic features are shown in Table 1 . There were 9 nonresponders ( < 50 % PSA decline at 12 wk ) and 25 responders ( ≥50 % PSA decline at 12 wk ) ( Fig . 1 ) .",Patient Characteristics. The clinical trial Genetic and Molecular Mechanisms in Assessing Response in Patients with Prostate,,,,,,,,,,,,,,,,,"["""",""""]",,cacba705-de76-4c1b-91a4-fd57cebdd893,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
a7378d96-a2d1-4762-abb7-7ffcc795d33c,Alumkal-2020-Transcriptional profiling identif,1,Paragraph 5,"Clinical Outcomes . We next examined clinical outcomes for the entirety of the trial participants and for the nonresponders vs. responders . Thirty - eight percent ( 13 of 34 ) of evaluable patients had radiographic responses by response evaluation criteria in solid tumors ( RECIST ) , and all radiographic responses were seen in those with a PSA50 response . Overall median time on treatment ( TOT ) was 14.4 mo . Overall median PFS was 11.03 mo , and OS was 25.11 mo . Compared with responders , nonresponders had a statistically significant shorter median TOT ( 3.4 vs. 24.2 mo , P < 0.001 , hazard ratio ( HR ) = 4.90 [ 2.03 to 11.82 ( Fig . 2 ) . Thus , PSA50 response was a strong predictor of clinical benefit .",Patient Characteristics. The clinical trial Genetic and Molecular Mechanisms in Assessing Response in Patients with Prostate,,,,"74,76","77,79","10,15",,,,,,,,,,,"["""",""""]",,9e7bbba8-6111-4b00-92bb-bb05c687e0e9,arm_description-1,,,,,,,"74,76",median PFS,"77,79",11.03 mo,"10,15",entirety of the trial participants,,,,,,,,,,,,,,,,,,,,,,Validate annotation
a7378d96-a2d1-4762-abb7-7ffcc795d33c,Alumkal-2020-Transcriptional profiling identif,1,Paragraph 6,"Targeted DNA - Sequencing . For 26 of 36 patients , there was sufficient DNA to perform targeted DNA - sequencing ( DNA - seq ) . Five of these patients were nonresponders , and 21 were responders . We focused on TP53 , RB1 , and PTEN as those genes have been linked previously to poor outcomes for men with CRPC or resistance to AR - targeting therapies in preclinical or clinical studies ( 12,(15)(16)(17)(18 ) . No statistically significant differences were detected between the two groups for these genes ( Fig . 3 ) or other genes examined ( SI Appendix , Fig . S2 ) . However , there was a strong trend toward greater likelihood of TP53 alterations in nonresponders ( Fisher 's exact test P = 0.055 ) .",Patient Characteristics. The clinical trial Genetic and Molecular Mechanisms in Assessing Response in Patients with Prostate,,,,,,,,,,,,,,,,,"["""",""""]",,f591aae2-8897-4ab1-ac5b-48c25463ab2e,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
a7378d96-a2d1-4762-abb7-7ffcc795d33c,Alumkal-2020-Transcriptional profiling identif,1,Paragraph 7,"Assessments of AR Genomic Aberrations and Expression . Since AR is the target of enzalutamide , we next determined if there were genomic differences in the AR between groups using AR DNAseq . Of the 22 unique patients who had AR DNA - seq data , there were 3 nonresponders and 19 responders . No statistically significant differences in AR genomic alterations were found between these two groups ( Fig . 4A ) . We next quantified AR mRNA expression in the 25 patients whose tumors underwent RNAsequencing ( RNA - seq ) : 7 nonresponders and 18 responders . AR messenger ribonuleic acid ( mRNA ) expression was similar between both groups ( Fig . 4B ) . Furthermore , expression levels of the transcript variant AR - V7 were low and were similar between both groups ( Fig . 4C ) . AR immunohistochemistry was available in 22 patients . Strong , nuclear AR staining was present in tumors from all 6 nonresponder samples and in all 15 responder samples that were tested ( SI Appendix , Table S2 ) . Representative examples are shown in Fig . 4D. Thus , neither alterations in the AR gene nor AR expression correlated with de novo enzalutamide resistance .",Patient Characteristics. The clinical trial Genetic and Molecular Mechanisms in Assessing Response in Patients with Prostate,,,,,,,,,,,,,,,,,"["""",""""]",,e48c716e-501d-4eb0-b711-f0d604ae5f16,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
a7378d96-a2d1-4762-abb7-7ffcc795d33c,Alumkal-2020-Transcriptional profiling identif,1,Paragraph 9,"The androgen receptor ( AR ) antagonist enzalutamide is one of the principal treatments for men with metastatic castrationresistant prostate cancer . However , not all patients respond , and de novo resistance mechanisms are largely unknown . To clarify mechanisms that contribute to enzalutamide resistance , we conducted a single - arm enzalutamide clinical trial . Metastatic tissue biopsies were required prior to study entry so we could attempt to identify molecular features associated with de novo resistance . Transcriptional profiling identified specific gene sets - including those linked to reduced AR transcriptional activity and a stemness program - that were activated in nonresponders . Our results suggest that patients whose tumors harbor this program should be considered for clinical trials testing rational agents to overcome de novo enzalutamide resistance . activity in nonresponders vs. responders using this signature ( Wilcoxon rank sum test P = 0.06 ) ( SI Appendix , Fig . S4 ) . We also quantified AR activity using the Virtual Inference of Protein activity by Enriched Regulon analysis ( VIPER ) algorithm ( 20 ) . VIPER analysis also demonstrated that enzalutamide nonresponders had lower AR activity ( Fig . 5B ) . Overall , these results suggest that low AR transcriptional activity - rather than AR genomic changes or altered AR expression - may contribute to de novo enzalutamide resistance .",Significance,,,"50,56",,,,,,,,,,,,,,"["""",""""]",,6f237021-2e91-4b9d-b25f-94ef87b183e9,title,,,,,"50,56",single - arm enzalutamide clinical trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validate annotation
